pert_id,Carcinogenicity
Chem314_20,+
Chem314_21,+
Chem314_22,+
Chem314_23,+
Chem314_24,+
Chem314_25,+
Chem314_26,+
Chem314_27,+
Chem314_3,+
Chem314_4,+
Chem314_5,+
Chem314_6,+
Chem314_7,+
Chem314_8,+
Chem314_9,+
Chem315_0,-
Chem315_1,-
Chem315_10,-
Chem315_11,-
Chem315_12,-
Chem315_2,-
Chem315_3,-
Chem315_4,-
Chem315_5,-
Chem315_6,-
Chem315_7,-
Chem315_8,-
Chem315_9,-
Chem316_0,+
Chem316_1,+
Chem316_10,+
Chem316_11,+
Chem316_12,+
Chem316_13,+
Chem316_14,+
Chem316_15,+
Chem316_16,+
Chem316_2,+
Chem316_3,+
Chem316_4,+
Chem316_5,+
Chem316_6,+
Chem316_7,+
Chem316_8,+
Chem316_9,+
Chem317_0,-
Chem317_1,-
Chem317_10,-
Chem317_11,-
Chem317_12,-
Chem317_13,-
Chem317_14,-
Chem317_15,-
Chem317_16,-
Chem317_17,-
Chem317_2,-
Chem317_3,-
Chem317_4,-
Chem317_5,-
Chem317_6,-
Chem317_7,-
Chem317_8,-
Chem317_9,-
Chem318_0,+
Chem318_1,+
Chem318_2,+
Chem318_3,+
Chem318_4,+
Chem318_5,+
Chem318_6,+
Chem319_0,+
Chem319_1,+
Chem319_10,+
Chem319_11,+
Chem319_2,+
Chem319_3,+
Chem319_4,+
Chem319_5,+
Chem319_6,+
Chem319_7,+
Chem319_8,+
Chem319_9,+
Chem31_0,-
Chem31_1,-
Chem31_2,-
Chem31_3,-
Chem31_4,-
Chem31_5,-
Chem31_6,-
Chem31_7,-
Chem320_0,+
Chem320_1,+
Chem320_10,+
Chem320_11,+
Chem320_12,+
Chem320_13,+
Chem320_14,+
Chem320_15,+
Chem320_2,+
Chem320_3,+
Chem320_4,+
Chem320_5,+
Chem320_6,+
Chem320_7,+
Chem320_8,+
Chem320_9,+
Chem321_0,+
Chem321_1,+
Chem321_2,+
Chem321_3,+
Chem321_4,+
Chem321_5,+
Chem321_6,+
Chem321_7,+
Chem321_8,+
Chem321_9,+
Chem322_0,-
Chem322_1,-
Chem322_10,-
Chem322_11,-
Chem322_12,-
Chem322_13,-
Chem322_2,-
Chem322_3,-
Chem322_4,-
Chem322_5,-
Chem322_6,-
Chem322_7,-
Chem322_8,-
Chem322_9,-
Chem323_0,-
Chem323_1,-
Chem323_2,-
Chem323_3,-
Chem323_4,-
Chem323_5,-
Chem324_0,+
Chem324_1,+
Chem324_10,+
Chem324_11,+
Chem324_12,+
Chem324_13,+
Chem324_14,+
Chem324_15,+
Chem324_16,+
Chem324_17,+
Chem324_18,+
Chem324_19,+
Chem324_2,+
Chem324_20,+
Chem324_21,+
Chem324_22,+
Chem324_23,+
Chem324_24,+
Chem324_25,+
Chem324_3,+
Chem324_4,+
Chem324_5,+
Chem324_6,+
Chem324_7,+
Chem324_8,+
Chem324_9,+
Chem325_0,-
Chem325_1,-
Chem325_10,-
Chem325_11,-
Chem325_12,-
Chem325_13,-
Chem325_14,-
Chem325_15,-
Chem325_16,-
Chem325_17,-
Chem325_18,-
Chem325_19,-
Chem325_2,-
Chem325_20,-
Chem325_21,-
Chem325_22,-
Chem325_3,-
Chem325_4,-
Chem325_5,-
Chem325_6,-
Chem325_7,-
Chem325_8,-
Chem325_9,-
Chem326_0,+
Chem326_1,+
Chem326_10,+
Chem326_11,+
Chem326_12,+
Chem326_13,+
Chem326_14,+
Chem326_15,+
Chem326_16,+
Chem326_17,+
Chem326_18,+
Chem326_19,+
Chem326_2,+
Chem326_3,+
Chem326_4,+
Chem326_5,+
Chem326_6,+
Chem326_7,+
Chem326_8,+
Chem326_9,+
Chem327_0,+
Chem327_1,+
Chem327_10,+
Chem327_11,+
Chem327_12,+
Chem327_2,+
Chem327_3,+
Chem327_4,+
Chem327_5,+
Chem327_6,+
Chem327_7,+
Chem327_8,+
Chem327_9,+
Chem328_0,-
Chem328_1,-
Chem328_2,-
Chem328_3,-
Chem328_4,-
Chem328_5,-
Chem328_6,-
Chem328_7,-
Chem328_8,-
Chem329_0,+
Chem329_1,+
Chem329_2,+
Chem329_3,+
Chem329_4,+
Chem329_5,+
Chem329_6,+
Chem329_7,+
Chem329_8,+
Chem32_0,+
Chem32_1,+
Chem32_2,+
Chem32_3,+
Chem32_4,+
Chem32_5,+
Chem330_0,-
Chem330_1,-
Chem330_10,-
Chem330_2,-
Chem330_3,-
Chem330_4,-
Chem330_5,-
Chem330_6,-
Chem330_7,-
Chem330_8,-
Chem330_9,-
Chem331_0,+
Chem331_1,+
Chem331_10,+
Chem331_11,+
Chem331_12,+
Chem331_13,+
Chem331_14,+
Chem331_15,+
Chem331_2,+
Chem331_3,+
Chem331_4,+
Chem331_5,+
Chem331_6,+
Chem331_7,+
Chem331_8,+
Chem331_9,+
Chem332_0,-
Chem332_1,-
Chem332_10,-
Chem332_11,-
Chem332_12,-
Chem332_13,-
Chem332_14,-
Chem332_15,-
Chem332_2,-
Chem332_3,-
Chem332_4,-
Chem332_5,-
Chem332_6,-
Chem332_7,-
Chem332_8,-
Chem332_9,-
Chem333_0,-
Chem333_1,-
Chem333_2,-
Chem333_3,-
Chem333_4,-
Chem334_0,+
Chem334_1,+
Chem334_10,+
Chem334_11,+
Chem334_12,+
Chem334_13,+
Chem334_14,+
Chem334_15,+
Chem334_16,+
Chem334_2,+
Chem334_3,+
Chem334_4,+
Chem334_5,+
Chem334_6,+
Chem334_7,+
Chem334_8,+
Chem334_9,+
Chem335_0,-
Chem335_1,-
Chem335_2,-
Chem335_3,-
Chem335_4,-
Chem335_5,-
Chem336_0,+
Chem336_1,+
Chem336_2,+
Chem336_3,+
Chem336_4,+
Chem337_0,-
Chem337_1,-
Chem337_10,-
Chem337_11,-
Chem337_12,-
Chem337_13,-
Chem337_14,-
Chem337_15,-
Chem337_16,-
Chem337_17,-
Chem337_18,-
Chem337_19,-
Chem337_2,-
Chem337_20,-
Chem337_3,-
Chem337_4,-
Chem337_5,-
Chem337_6,-
Chem337_7,-
Chem337_8,-
Chem337_9,-
Chem338_0,+
Chem338_1,+
Chem338_10,+
Chem338_11,+
Chem338_12,+
Chem338_13,+
Chem338_14,+
Chem338_15,+
Chem338_2,+
Chem338_3,+
Chem338_4,+
Chem338_5,+
Chem338_6,+
Chem338_7,+
Chem338_8,+
Chem338_9,+
Chem339_0,+
Chem339_1,+
Chem339_10,+
Chem339_2,+
Chem339_3,+
Chem339_4,+
Chem339_5,+
Chem339_6,+
Chem339_7,+
Chem339_8,+
Chem339_9,+
Chem33_0,+
Chem33_1,+
Chem33_2,+
Chem33_3,+
Chem33_4,+
Chem33_5,+
Chem33_6,+
Chem33_7,+
Chem33_8,+
Chem33_9,+
Chem340_0,-
Chem340_1,-
Chem340_10,-
Chem340_11,-
Chem340_12,-
Chem340_2,-
Chem340_3,-
Chem340_4,-
Chem340_5,-
Chem340_6,-
Chem340_7,-
Chem340_8,-
Chem340_9,-
Chem341_0,+
Chem341_1,+
Chem341_10,+
Chem341_11,+
Chem341_12,+
Chem341_2,+
Chem341_3,+
Chem341_4,+
Chem341_5,+
Chem341_6,+
Chem341_7,+
Chem341_8,+
Chem341_9,+
Chem342_0,+
Chem342_1,+
Chem342_2,+
Chem342_3,+
Chem342_4,+
Chem342_5,+
Chem343_0,-
Chem343_1,-
Chem343_10,-
Chem343_11,-
Chem343_12,-
Chem343_13,-
Chem343_14,-
Chem343_15,-
Chem343_16,-
Chem343_17,-
Chem343_18,-
Chem343_19,-
Chem343_2,-
Chem343_20,-
Chem343_21,-
Chem343_22,-
Chem343_23,-
Chem343_3,-
Chem343_4,-
Chem343_5,-
Chem343_6,-
Chem343_7,-
Chem343_8,-
Chem343_9,-
Chem344_0,+
Chem344_1,+
Chem344_10,+
Chem344_11,+
Chem344_12,+
Chem344_2,+
Chem344_3,+
Chem344_4,+
Chem344_5,+
Chem344_6,+
Chem344_7,+
Chem344_8,+
Chem344_9,+
Chem345_0,-
Chem345_1,-
Chem345_10,-
Chem345_11,-
Chem345_12,-
Chem345_13,-
Chem345_14,-
Chem345_15,-
Chem345_16,-
Chem345_17,-
Chem345_18,-
Chem345_2,-
Chem345_3,-
Chem345_4,-
Chem345_5,-
Chem345_6,-
Chem345_7,-
Chem345_8,-
Chem345_9,-
Chem346_0,-
Chem346_1,-
Chem346_10,-
Chem346_11,-
Chem346_12,-
Chem346_13,-
Chem346_14,-
Chem346_15,-
Chem346_16,-
Chem346_17,-
Chem346_18,-
Chem346_19,-
Chem346_2,-
Chem346_3,-
Chem346_4,-
Chem346_5,-
Chem346_6,-
Chem346_7,-
Chem346_8,-
Chem346_9,-
Chem347_0,-
Chem347_1,-
Chem347_10,-
Chem347_11,-
Chem347_12,-
Chem347_13,-
Chem347_14,-
Chem347_15,-
Chem347_16,-
Chem347_17,-
Chem347_18,-
Chem347_2,-
Chem347_3,-
Chem347_4,-
Chem347_5,-
Chem347_6,-
Chem347_7,-
Chem347_8,-
Chem347_9,-
Chem348_0,-
Chem348_1,-
Chem348_10,-
Chem348_11,-
Chem348_12,-
Chem348_13,-
Chem348_14,-
Chem348_15,-
Chem348_16,-
Chem348_17,-
Chem348_18,-
Chem348_19,-
Chem348_2,-
Chem348_20,-
Chem348_21,-
Chem348_3,-
Chem348_4,-
Chem348_5,-
Chem348_6,-
Chem348_7,-
Chem348_8,-
Chem348_9,-
Chem349_0,-
Chem349_1,-
Chem349_2,-
Chem349_3,-
Chem349_4,-
Chem349_5,-
Chem349_6,-
Chem349_7,-
Chem349_8,-
Chem34_0,+
Chem34_1,+
Chem34_2,+
Chem34_3,+
Chem34_4,+
Chem34_5,+
Chem34_6,+
Chem34_7,+
Chem34_8,+
Chem350_0,-
Chem350_1,-
Chem350_10,-
Chem350_11,-
Chem350_12,-
Chem350_13,-
Chem350_14,-
Chem350_15,-
Chem350_16,-
Chem350_17,-
Chem350_18,-
Chem350_19,-
Chem350_2,-
Chem350_20,-
Chem350_3,-
Chem350_4,-
Chem350_5,-
Chem350_6,-
Chem350_7,-
Chem350_8,-
Chem350_9,-
Chem351_0,-
Chem351_1,-
Chem351_10,-
Chem351_11,-
Chem351_12,-
Chem351_13,-
Chem351_14,-
Chem351_15,-
Chem351_16,-
Chem351_17,-
Chem351_18,-
Chem351_19,-
Chem351_2,-
Chem351_20,-
Chem351_21,-
Chem351_22,-
Chem351_3,-
Chem351_4,-
Chem351_5,-
Chem351_6,-
Chem351_7,-
Chem351_8,-
Chem351_9,-
Chem352_0,-
Chem352_1,-
Chem352_10,-
Chem352_11,-
Chem352_12,-
Chem352_13,-
Chem352_14,-
Chem352_15,-
Chem352_16,-
Chem352_17,-
Chem352_18,-
Chem352_19,-
Chem352_2,-
Chem352_20,-
Chem352_21,-
Chem352_22,-
Chem352_23,-
Chem352_24,-
Chem352_25,-
Chem352_26,-
Chem352_3,-
Chem352_4,-
Chem352_5,-
Chem352_6,-
Chem352_7,-
Chem352_8,-
Chem352_9,-
Chem353_0,-
Chem353_1,-
Chem353_10,-
Chem353_11,-
Chem353_12,-
Chem353_13,-
Chem353_2,-
Chem353_3,-
Chem353_4,-
Chem353_5,-
Chem353_6,-
Chem353_7,-
Chem353_8,-
Chem353_9,-
Chem354_0,-
Chem354_1,-
Chem354_10,-
Chem354_2,-
Chem354_3,-
Chem354_4,-
Chem354_5,-
Chem354_6,-
Chem354_7,-
Chem354_8,-
Chem354_9,-
Chem355_0,-
Chem355_1,-
Chem355_10,-
Chem355_11,-
Chem355_12,-
Chem355_13,-
Chem355_14,-
Chem355_15,-
Chem355_16,-
Chem355_17,-
Chem355_18,-
Chem355_19,-
Chem355_2,-
Chem355_20,-
Chem355_21,-
Chem355_22,-
Chem355_23,-
Chem355_3,-
Chem355_4,-
Chem355_5,-
Chem355_6,-
Chem355_7,-
Chem355_8,-
Chem355_9,-
Chem356_0,+
Chem356_1,+
Chem356_10,+
Chem356_11,+
Chem356_12,+
Chem356_13,+
Chem356_14,+
Chem356_15,+
Chem356_16,+
Chem356_17,+
Chem356_18,+
Chem356_19,+
Chem356_2,+
Chem356_3,+
Chem356_4,+
Chem356_5,+
Chem356_6,+
Chem356_7,+
Chem356_8,+
Chem356_9,+
Chem357_0,-
Chem357_1,-
Chem357_10,-
Chem357_11,-
Chem357_12,-
Chem357_13,-
Chem357_14,-
Chem357_15,-
Chem357_16,-
Chem357_17,-
Chem357_18,-
Chem357_19,-
Chem357_2,-
Chem357_3,-
Chem357_4,-
Chem357_5,-
Chem357_6,-
Chem357_7,-
Chem357_8,-
Chem357_9,-
Chem358_0,-
Chem358_1,-
Chem358_10,-
Chem358_11,-
Chem358_12,-
Chem358_13,-
Chem358_14,-
Chem358_15,-
Chem358_16,-
Chem358_17,-
Chem358_18,-
Chem358_19,-
Chem358_2,-
Chem358_20,-
Chem358_21,-
Chem358_22,-
Chem358_23,-
Chem358_24,-
Chem358_25,-
Chem358_26,-
Chem358_27,-
Chem358_28,-
Chem358_29,-
Chem358_3,-
Chem358_30,-
Chem358_31,-
Chem358_32,-
Chem358_33,-
Chem358_34,-
Chem358_35,-
Chem358_36,-
Chem358_37,-
Chem358_38,-
Chem358_39,-
Chem358_4,-
Chem358_40,-
Chem358_41,-
Chem358_42,-
Chem358_43,-
Chem358_44,-
Chem358_5,-
Chem358_6,-
Chem358_7,-
Chem358_8,-
Chem358_9,-
Chem359_0,-
Chem359_1,-
Chem359_10,-
Chem359_11,-
Chem359_12,-
Chem359_13,-
Chem359_14,-
Chem359_15,-
Chem359_16,-
Chem359_17,-
Chem359_18,-
Chem359_19,-
Chem359_2,-
Chem359_20,-
Chem359_21,-
Chem359_3,-
Chem359_4,-
Chem359_5,-
Chem359_6,-
Chem359_7,-
Chem359_8,-
Chem359_9,-
Chem35_0,+
Chem35_1,+
Chem35_10,+
Chem35_11,+
Chem35_12,+
Chem35_13,+
Chem35_14,+
Chem35_15,+
Chem35_16,+
Chem35_17,+
Chem35_18,+
Chem35_2,+
Chem35_3,+
Chem35_4,+
Chem35_5,+
Chem35_6,+
Chem35_7,+
Chem35_8,+
Chem35_9,+
Chem360_0,-
Chem360_1,-
Chem360_10,-
Chem360_11,-
Chem360_12,-
Chem360_13,-
Chem360_14,-
Chem360_15,-
Chem360_16,-
Chem360_17,-
Chem360_18,-
Chem360_19,-
Chem360_2,-
Chem360_3,-
Chem360_4,-
Chem360_5,-
Chem360_6,-
Chem360_7,-
Chem360_8,-
Chem360_9,-
Chem361_0,-
Chem361_1,-
Chem361_10,-
Chem361_11,-
Chem361_12,-
Chem361_13,-
Chem361_14,-
Chem361_15,-
Chem361_16,-
Chem361_17,-
Chem361_18,-
Chem361_2,-
Chem361_3,-
Chem361_4,-
Chem361_5,-
Chem361_6,-
Chem361_7,-
Chem361_8,-
Chem361_9,-
Chem362_0,-
Chem362_1,-
Chem362_10,-
Chem362_11,-
Chem362_12,-
Chem362_13,-
Chem362_14,-
Chem362_15,-
Chem362_16,-
Chem362_17,-
Chem362_18,-
Chem362_2,-
Chem362_3,-
Chem362_4,-
Chem362_5,-
Chem362_6,-
Chem362_7,-
Chem362_8,-
Chem362_9,-
Chem363_0,-
Chem363_1,-
Chem363_10,-
Chem363_11,-
Chem363_2,-
Chem363_3,-
Chem363_4,-
Chem363_5,-
Chem363_6,-
Chem363_7,-
Chem363_8,-
Chem363_9,-
Chem364_0,+
Chem364_1,+
Chem364_2,+
Chem364_3,+
Chem364_4,+
Chem365_0,+
Chem365_1,+
Chem365_2,+
Chem365_3,+
Chem365_4,+
Chem366_0,-
Chem366_1,-
Chem366_10,-
Chem366_11,-
Chem366_2,-
Chem366_3,-
Chem366_4,-
Chem366_5,-
Chem366_6,-
Chem366_7,-
Chem366_8,-
Chem366_9,-
Chem367_0,-
Chem367_1,-
Chem367_10,-
Chem367_11,-
Chem367_12,-
Chem367_13,-
Chem367_14,-
Chem367_15,-
Chem367_16,-
Chem367_17,-
Chem367_18,-
Chem367_19,-
Chem367_2,-
Chem367_20,-
Chem367_21,-
Chem367_22,-
Chem367_23,-
Chem367_24,-
Chem367_25,-
Chem367_26,-
Chem367_27,-
Chem367_28,-
Chem367_29,-
Chem367_3,-
Chem367_30,-
Chem367_31,-
Chem367_32,-
Chem367_33,-
Chem367_34,-
Chem367_35,-
Chem367_36,-
Chem367_37,-
Chem367_38,-
Chem367_39,-
Chem367_4,-
Chem367_40,-
Chem367_41,-
Chem367_42,-
Chem367_43,-
Chem367_44,-
Chem367_45,-
Chem367_46,-
Chem367_47,-
Chem367_48,-
Chem367_49,-
Chem367_5,-
Chem367_50,-
Chem367_6,-
Chem367_7,-
Chem367_8,-
Chem367_9,-
Chem368_0,-
Chem368_1,-
Chem368_10,-
Chem368_11,-
Chem368_12,-
Chem368_13,-
Chem368_14,-
Chem368_15,-
Chem368_16,-
Chem368_17,-
Chem368_18,-
Chem368_19,-
Chem368_2,-
Chem368_20,-
Chem368_3,-
Chem368_4,-
Chem368_5,-
Chem368_6,-
Chem368_7,-
Chem368_8,-
Chem368_9,-
Chem369_0,-
Chem369_1,-
Chem369_10,-
Chem369_11,-
Chem369_12,-
Chem369_13,-
Chem369_14,-
Chem369_15,-
Chem369_16,-
Chem369_17,-
Chem369_18,-
Chem369_19,-
Chem369_2,-
Chem369_20,-
Chem369_21,-
Chem369_22,-
Chem369_23,-
Chem369_24,-
Chem369_25,-
Chem369_26,-
Chem369_27,-
Chem369_28,-
Chem369_29,-
Chem369_3,-
Chem369_30,-
Chem369_31,-
Chem369_32,-
Chem369_33,-
Chem369_34,-
Chem369_35,-
Chem369_36,-
Chem369_37,-
Chem369_38,-
Chem369_39,-
Chem369_4,-
Chem369_40,-
Chem369_41,-
Chem369_42,-
Chem369_43,-
Chem369_44,-
Chem369_45,-
Chem369_46,-
Chem369_47,-
Chem369_48,-
Chem369_49,-
Chem369_5,-
Chem369_50,-
Chem369_51,-
Chem369_6,-
Chem369_7,-
Chem369_8,-
Chem369_9,-
Chem36_0,-
Chem36_1,-
Chem36_10,-
Chem36_11,-
Chem36_12,-
Chem36_13,-
Chem36_2,-
Chem36_3,-
Chem36_4,-
Chem36_5,-
Chem36_6,-
Chem36_7,-
Chem36_8,-
Chem36_9,-
Chem370_0,+
Chem370_1,+
Chem370_10,+
Chem370_11,+
Chem370_12,+
Chem370_13,+
Chem370_14,+
Chem370_15,+
Chem370_16,+
Chem370_17,+
Chem370_18,+
Chem370_19,+
Chem370_2,+
Chem370_20,+
Chem370_21,+
Chem370_3,+
Chem370_4,+
Chem370_5,+
Chem370_6,+
Chem370_7,+
Chem370_8,+
Chem370_9,+
Chem371_0,-
Chem371_1,-
Chem371_10,-
Chem371_2,-
Chem371_3,-
Chem371_4,-
Chem371_5,-
Chem371_6,-
Chem371_7,-
Chem371_8,-
Chem371_9,-
Chem372_0,+
Chem372_1,+
Chem372_2,+
Chem372_3,+
Chem372_4,+
Chem372_5,+
Chem372_6,+
Chem372_7,+
Chem372_8,+
Chem372_9,+
Chem373_0,+
Chem373_1,+
Chem373_2,+
Chem373_3,+
Chem373_4,+
Chem373_5,+
Chem373_6,+
Chem373_7,+
Chem373_8,+
Chem373_9,+
Chem374_0,+
Chem374_1,+
Chem374_10,+
Chem374_11,+
Chem374_12,+
Chem374_2,+
Chem374_3,+
Chem374_4,+
Chem374_5,+
Chem374_6,+
Chem374_7,+
Chem374_8,+
Chem374_9,+
Chem375_0,-
Chem375_1,-
Chem375_10,-
Chem375_11,-
Chem375_12,-
Chem375_13,-
Chem375_14,-
Chem375_15,-
Chem375_2,-
Chem375_3,-
Chem375_4,-
Chem375_5,-
Chem375_6,-
Chem375_7,-
Chem375_8,-
Chem375_9,-
Chem376_0,+
Chem376_1,+
Chem376_2,+
Chem376_3,+
Chem376_4,+
Chem376_5,+
Chem376_6,+
Chem377_0,+
Chem377_1,+
Chem377_2,+
Chem377_3,+
Chem377_4,+
Chem377_5,+
Chem377_6,+
Chem378_0,+
Chem378_1,+
Chem378_2,+
Chem378_3,+
Chem378_4,+
Chem378_5,+
Chem379_0,-
Chem379_1,-
Chem379_2,-
Chem379_3,-
Chem379_4,-
Chem379_5,-
Chem379_6,-
Chem379_7,-
Chem379_8,-
Chem37_0,+
Chem37_1,+
Chem37_10,+
Chem37_11,+
Chem37_12,+
Chem37_13,+
Chem37_14,+
Chem37_15,+
Chem37_2,+
Chem37_3,+
Chem37_4,+
Chem37_5,+
Chem37_6,+
Chem37_7,+
Chem37_8,+
Chem37_9,+
Chem380_0,-
Chem380_1,-
Chem380_10,-
Chem380_11,-
Chem380_12,-
Chem380_13,-
Chem380_14,-
Chem380_15,-
Chem380_16,-
Chem380_17,-
Chem380_18,-
Chem380_19,-
Chem380_2,-
Chem380_3,-
Chem380_4,-
Chem380_5,-
Chem380_6,-
Chem380_7,-
Chem380_8,-
Chem380_9,-
Chem381_0,-
Chem381_1,-
Chem381_10,-
Chem381_11,-
Chem381_12,-
Chem381_13,-
Chem381_14,-
Chem381_2,-
Chem381_3,-
Chem381_4,-
Chem381_5,-
Chem381_6,-
Chem381_7,-
Chem381_8,-
Chem381_9,-
Chem382_0,+
Chem382_1,+
Chem382_2,+
Chem382_3,+
Chem382_4,+
Chem382_5,+
Chem382_6,+
Chem382_7,+
Chem383_0,-
Chem383_1,-
Chem383_10,-
Chem383_11,-
Chem383_12,-
Chem383_13,-
Chem383_2,-
Chem383_3,-
Chem383_4,-
Chem383_5,-
Chem383_6,-
Chem383_7,-
Chem383_8,-
Chem383_9,-
Chem384_0,+
Chem384_1,+
Chem384_2,+
Chem384_3,+
Chem384_4,+
Chem384_5,+
Chem384_6,+
Chem384_7,+
Chem385_0,+
Chem385_1,+
Chem385_2,+
Chem385_3,+
Chem385_4,+
Chem385_5,+
Chem386_0,-
Chem386_1,-
Chem386_2,-
Chem386_3,-
Chem386_4,-
Chem386_5,-
Chem386_6,-
Chem386_7,-
Chem386_8,-
Chem386_9,-
Chem387_0,-
Chem387_1,-
Chem387_2,-
Chem387_3,-
Chem387_4,-
Chem387_5,-
Chem387_6,-
Chem387_7,-
Chem387_8,-
Chem388_0,-
Chem388_1,-
Chem388_10,-
Chem388_11,-
Chem388_12,-
Chem388_13,-
Chem388_14,-
Chem388_15,-
Chem388_16,-
Chem388_17,-
Chem388_18,-
Chem388_19,-
Chem388_2,-
Chem388_20,-
Chem388_21,-
Chem388_22,-
Chem388_23,-
Chem388_24,-
Chem388_25,-
Chem388_3,-
Chem388_4,-
Chem388_5,-
Chem388_6,-
Chem388_7,-
Chem388_8,-
Chem388_9,-
Chem389_0,+
Chem389_1,+
Chem389_10,+
Chem389_11,+
Chem389_12,+
Chem389_13,+
Chem389_14,+
Chem389_15,+
Chem389_16,+
Chem389_17,+
Chem389_18,+
Chem389_19,+
Chem389_2,+
Chem389_20,+
Chem389_21,+
Chem389_22,+
Chem389_23,+
Chem389_24,+
Chem389_25,+
Chem389_26,+
Chem389_27,+
Chem389_3,+
Chem389_4,+
Chem389_5,+
Chem389_6,+
Chem389_7,+
Chem389_8,+
Chem389_9,+
Chem38_0,+
Chem38_1,+
Chem38_10,+
Chem38_11,+
Chem38_12,+
Chem38_13,+
Chem38_14,+
Chem38_15,+
Chem38_16,+
Chem38_17,+
Chem38_18,+
Chem38_19,+
Chem38_2,+
Chem38_3,+
Chem38_4,+
Chem38_5,+
Chem38_6,+
Chem38_7,+
Chem38_8,+
Chem38_9,+
Chem390_0,+
Chem390_1,+
Chem390_10,+
Chem390_2,+
Chem390_3,+
Chem390_4,+
Chem390_5,+
Chem390_6,+
Chem390_7,+
Chem390_8,+
Chem390_9,+
Chem391_0,+
Chem391_1,+
Chem391_10,+
Chem391_11,+
Chem391_2,+
Chem391_3,+
Chem391_4,+
Chem391_5,+
Chem391_6,+
Chem391_7,+
Chem391_8,+
Chem391_9,+
Chem392_0,+
Chem392_1,+
Chem392_2,+
Chem392_3,+
Chem392_4,+
Chem392_5,+
Chem392_6,+
Chem393_0,-
Chem393_1,-
Chem393_10,-
Chem393_11,-
Chem393_12,-
Chem393_13,-
Chem393_14,-
Chem393_2,-
Chem393_3,-
Chem393_4,-
Chem393_5,-
Chem393_6,-
Chem393_7,-
Chem393_8,-
Chem393_9,-
Chem394_0,-
Chem394_1,-
Chem394_10,-
Chem394_11,-
Chem394_12,-
Chem394_13,-
Chem394_14,-
Chem394_15,-
Chem394_16,-
Chem394_17,-
Chem394_18,-
Chem394_19,-
Chem394_2,-
Chem394_20,-
Chem394_21,-
Chem394_22,-
Chem394_23,-
Chem394_24,-
Chem394_25,-
Chem394_26,-
Chem394_27,-
Chem394_3,-
Chem394_4,-
Chem394_5,-
Chem394_6,-
Chem394_7,-
Chem394_8,-
Chem394_9,-
Chem395_0,-
Chem395_1,-
Chem395_10,-
Chem395_11,-
Chem395_12,-
Chem395_13,-
Chem395_14,-
Chem395_15,-
Chem395_16,-
Chem395_17,-
Chem395_18,-
Chem395_19,-
Chem395_2,-
Chem395_20,-
Chem395_3,-
Chem395_4,-
Chem395_5,-
Chem395_6,-
Chem395_7,-
Chem395_8,-
Chem395_9,-
Chem396_0,-
Chem396_1,-
Chem396_10,-
Chem396_11,-
Chem396_2,-
Chem396_3,-
Chem396_4,-
Chem396_5,-
Chem396_6,-
Chem396_7,-
Chem396_8,-
Chem396_9,-
Chem397_0,-
Chem397_1,-
Chem397_10,-
Chem397_11,-
Chem397_12,-
Chem397_13,-
Chem397_14,-
Chem397_15,-
Chem397_16,-
Chem397_2,-
Chem397_3,-
Chem397_4,-
Chem397_5,-
Chem397_6,-
Chem397_7,-
Chem397_8,-
Chem397_9,-
Chem398_0,-
Chem398_1,-
Chem398_10,-
Chem398_11,-
Chem398_12,-
Chem398_13,-
Chem398_14,-
Chem398_2,-
Chem398_3,-
Chem398_4,-
Chem398_5,-
Chem398_6,-
Chem398_7,-
Chem398_8,-
Chem398_9,-
Chem399_0,-
Chem399_1,-
Chem399_10,-
Chem399_11,-
Chem399_12,-
Chem399_13,-
Chem399_14,-
Chem399_15,-
Chem399_2,-
Chem399_3,-
Chem399_4,-
Chem399_5,-
Chem399_6,-
Chem399_7,-
Chem399_8,-
Chem399_9,-
Chem39_0,+
Chem39_1,+
Chem39_10,+
Chem39_11,+
Chem39_12,+
Chem39_13,+
Chem39_14,+
Chem39_15,+
Chem39_16,+
Chem39_17,+
Chem39_2,+
Chem39_3,+
Chem39_4,+
Chem39_5,+
Chem39_6,+
Chem39_7,+
Chem39_8,+
Chem39_9,+
Chem3_0,+
Chem3_1,+
Chem3_10,+
Chem3_11,+
Chem3_12,+
Chem3_13,+
Chem3_14,+
Chem3_15,+
Chem3_16,+
Chem3_17,+
Chem3_2,+
Chem3_3,+
Chem3_4,+
Chem3_5,+
Chem3_6,+
Chem3_7,+
Chem3_8,+
Chem3_9,+
Chem400_0,-
Chem400_1,-
Chem400_10,-
Chem400_11,-
Chem400_12,-
Chem400_13,-
Chem400_14,-
Chem400_15,-
Chem400_16,-
Chem400_17,-
Chem400_18,-
Chem400_19,-
Chem400_2,-
Chem400_20,-
Chem400_21,-
Chem400_22,-
Chem400_23,-
Chem400_24,-
Chem400_25,-
Chem400_26,-
Chem400_27,-
Chem400_28,-
Chem400_29,-
Chem400_3,-
Chem400_4,-
Chem400_5,-
Chem400_6,-
Chem400_7,-
Chem400_8,-
Chem400_9,-
Chem401_0,-
Chem401_1,-
Chem401_10,-
Chem401_11,-
Chem401_12,-
Chem401_13,-
Chem401_14,-
Chem401_15,-
Chem401_16,-
Chem401_17,-
Chem401_18,-
Chem401_19,-
Chem401_2,-
Chem401_20,-
Chem401_21,-
Chem401_22,-
Chem401_23,-
Chem401_24,-
Chem401_25,-
Chem401_26,-
Chem401_27,-
Chem401_3,-
Chem401_4,-
Chem401_5,-
